query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done,link
Pteridium aquilinum subsp. latiusculum (Desv.) Hultén,Pteridium aquilinum subsp. latiusculum (Desv.) C. N. Page,synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,Add as synonym of Pteridium aquilinum subsp. centrali-africanum Hieron.,fuzzy,1,NA
Pteris buchananii Sim,Pteris buchananii Baker,accepted,TRUE,1,0,0,NA,NA,NA,https://www.ipni.org/n/17211320-1,author variant,"As ""Pteris buchananii Bak.ap.Sim"" in IPNI",fuzzy,1,https://www.ipni.org/n/17211320-1
Pteris ensiformis Burm.f.,Pteris ensiformis Burm.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris kawabatae Sa.Kurata,Pteris kawabatae Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris kidoi Sa.Kurata,Pteris kidoi Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
"Pteris langsonensis Li Bing Zhang, Liang Zhang & N.T.Lu","Pteris langsonensis L. B. Zhang, Liang Zhang & N. T. Lu",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris laurisilvicola Sa.Kurata,Pteris laurisilvicola Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris litoralis Rech.f.,Pteris litoralis Rech.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris satsumana Sa.Kurata,Pteris satsumana Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris scabra Bory & Willd.,Pteris scabra Bory ex Willd.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris stenophylla C.Presl,Pteris stenophylla Link,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,"Add as synonym of Pteris stenophylla Wall. ex Hook. & Grev. Pteris stenophylla C.Presl is doubtful, but the only sequence in NCBI with this name assigned by NCBI has the manual annotation ""Pteris stenophylla Wall. ex Hook. & Grev.""",fuzzy,1,NA
Pteris xiaoyingiae H.He & Li Bing Zhang,Pteris xiaoyingiae H. He & L. B. Zhang,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pteris yakuinsularis Sa.Kurata,Pteris yakuinsularis Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pyrrosia ensata Ching ex K.H.Shing,Pyrrosia ensata Ching & K. H. Shing,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pyrrosia lanceolata (L.) Farwell,Pyrrosia lanceolata (L.) Farw.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Pyrrosia piloselloides (L.) M.Price,Pyrrosia piloselloides (L.) M. G. Price,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Salvinia molesta D.S. Mitch.,Salvinia ×  molesta D. S. Mitch.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Salvinia oblongifolia Martius,Salvinia oblongifolia Mart.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Schizaea dichotoma (L.) J.Sm.,Schizaea dichotoma Kunze,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,Add as synonym of Schizaea dichotoma (L.) Sm.,fuzzy,1,NA
Schizaea poeppigiana J.W.Sturm,Schizaea poeppigiana Sturm,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Selliguea triloba (Houtt.) ex M.G.Price,Selliguea triloba (Houtt.) M. G. Price,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Sticherus tahitensis (Copel.) St.John,Sticherus tahitensis (Copel.) H. St. John,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Struthiopteris spicant (L.) F.W.Weiss,Struthiopteris spicant (L.) Weiss,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Tectaria marchionica E.D.Brown,Tectaria marchionica E. D. Br.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Tmesipteris elongata Danguy,Tmesipteris elongata P. A. Dang.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Trichomanes accedens J.Presl,Trichomanes accedens C. Presl,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,"Trichomanes accedens J.Presl is actually doubtful, but C. Presl is from French Guyana, where publication for sequence is focused",fuzzy,1,NA
Trichomanes bimarginatum,Trichomanes bimarginatum Bedd.,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,Fix NCBI to use Trichomanes bimarginatum (Bosch) Bosch,fuzzy,1,NA
Trichomanes osmundoides Poir.,Trichomanes osmundoides DC. ex Poir.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Vandenboschia radicans type I,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Vandenboschia radicans type I',Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Vandenboschia radicans type II,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Vandenboschia radicans type IV,Vandenboschia radicans (Sw.) Copel.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Vittaria dimorpha Muell.Berol.,Vittaria dimorpha Müll. Berol.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Woodsia andersonii (Bedd.) H.Christ,Woodsia andersonii (Bedd.) Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Woodwardia fimbriata Sm.,Woodwardia fimbriata J. E. Sm.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,fuzzy,1,NA
Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum obovatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Adiantum obovatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum obovatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Adiantum obovatum A.H.Wang & F.G.Wang & F.W.Xing,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes baiseensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes emeiensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes fujiangensis Ching,synonym,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes gijiangensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes gizushanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes guanxianensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes heyuanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes hunanensis Ching,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes jiangxiensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes lushanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes maoshanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes pianmaensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes sichuanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes yinjiangensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes fujianensis Ching,Arachniodes yunnanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes hekiana Sa.Kurata,Arachniodes hekiana Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Arachniodes hekiana Sa.Kurata,Arachniodes hiugana Sa. Kurata,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes ziyunshanensis Y.T.Hsieh,Arachniodes ziyunshanensis Y. T. Xie,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Arachniodes ziyunshanensis Y.T.Hsieh,Arachniodes futeshanensis Y. T. Hsieh,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Arachniodes ziyunshanensis Y.T.Hsieh,Arachniodes nibashanensis Y. T. Hsieh,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium decorum Kuntze,Asplenium decorum Kunze,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Asplenium decorum Kuntze,Asplenium dichroum Kunze,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium decorum Kuntze,Asplenium dimorphum Kunze,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium formosae H.Christ,Asplenium formosae Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Asplenium formosae H.Christ,Asplenium comosum Christ,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium loriceum H.Christ,Asplenium loriceum Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Asplenium loriceum H.Christ,Asplenium loherianum Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium loriceum H.Christ,Asplenium lomariaceum Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium lyallii T.Moore,Asplenium lyallii Hook.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Asplenium lyallii T.Moore,Asplenium aitonii T. Moore,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium lyallii T.Moore,Asplenium hallii Hook.,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium lyallii T.Moore,Asplenium kraussii T. Moore,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium lyallii T.Moore,Asplenium pappei T. Moore,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium nitidum Sw.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium alienum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium cristatum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium donianum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium dubium Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium nervosum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium niponicum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium obtusum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium rigidum Sw.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium salignum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium striatum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium nitidum Mett.,Asplenium vastum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium planicaule E.J.Lowe,Asplenium planicaule Lowe,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Asplenium planicaule E.J.Lowe,Asplenium planicaule Wall.,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium shikokianum Makino,Asplenium ×  shikokianum Makino,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Asplenium shikokianum Makino,Asplenium shikokianum Baker,synonym,TRUE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium shikokianum Makino,Asplenium miyoshianum Makino,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium trichomanes subsp. trichomanes,Asplenium ×  trichomanes,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Asplenium trichomanes subsp. trichomanes,Asplenium trichomanes L.,accepted,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Asplenium trichomanes subsp. trichomanes,Asplenium trichomanes Thunb.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Athyrium alpestre (Hoppe) Clairv.,Athyrium alpestre (Hoppe) Rylands,synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,Add Athyrium alpestre (Hoppe) Moore and Athyrium alpestre (Hoppe) Rylands as synonyms of Athyrium alpestre (Hoppe) Clairv.,mult_match,1,NA
Athyrium alpestre (Hoppe) Clairv.,Athyrium alpestre (Hoppe) T. Moore,synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Blechnum chambersii Tindale,Blechnum chambersii Tind.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Blechnum chambersii Tindale,Blechnum camfieldii Tindale,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Cyathea smithii Hook.f.,Cyathea smithii Hook. fil.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Cyathea smithii Hook.f.,Cyathea kirkii Hook.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Cyclophorus taiwanensis (Christ) C.Chr.,Cyclophorus annamensis (Christ) C. Chr.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Cyclophorus taiwanensis (Christ) C.Chr.,Cyclophorus taiwanense (Christ) C. Chr.,synonym,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium omeiense China & Shing,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium hunanense Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium kansuense Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium mediocre Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium moupingense Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Diplazium fauriei H.Christ,Diplazium fauriei Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Diplazium fauriei H.Christ,Diplazium acrotis Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Diplazium fauriei H.Christ,Diplazium aridum Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Diplazium takii Sa.Kurata,Diplazium takii Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Diplazium takii Sa.Kurata,Diplazium kidoi Kurata,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Dryopteris liankwangensis Ching,Dryopteris huanglungensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Dryopteris liankwangensis Ching,Dryopteris liangkwangensis Ching,accepted,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Dryopteris liankwangensis Ching,Dryopteris likiangensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Dryopteris liankwangensis Ching,Dryopteris nakanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Dryopteris liankwangensis Ching,Dryopteris sanmingensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Dryopteris remota Hayek,Dryopteris ×  remota (Döll) Hayek,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Dryopteris remota Hayek,Dryopteris remota Hayata,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Dryopteris tsutsuiana Sa.Kurata,Dryopteris tsutsuiana Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Dryopteris tsutsuiana Sa.Kurata,Dryopteris ×  satsumana Kurata,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Elaphoglossum variabile A.Rojas,Elaphoglossum variabile Rojas,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Elaphoglossum variabile A.Rojas,Elaphoglossum adrianae A. Rojas,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Elaphoglossum variabile A.Rojas,Elaphoglossum caridadae A. Rojas,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Elaphoglossum variabile A.Rojas,Elaphoglossum karinae A. Rojas,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Elaphoglossum variabile A.Rojas,Elaphoglossum maritzae A. Rojas,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum Desf.,accepted,FALSE,1,0,0,NA,NA,NA,https://www.tropicos.org/name/26605908,autonym,NA,mult_match,1,https://www.tropicos.org/name/26605908
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosissimum Kunth,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Equisetum ramosissimum subsp. ramosissimum,Equisetum ramosum DC.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Grammitis limbata Fée,Grammitis longa Fée,synonym,FALSE,0,0,1,NA,NA,"Mém. Foug., 5. Gen. Filic. 233 (1852). ",https://www.ipni.org/n/17111370-1,,valid name not in WF,mult_match,1,https://www.ipni.org/n/17111370-1
Grammitis limbata Fée,Grammitis nana Fée,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Grammitis stenophylla Parris,Grammitis glossophylla Parris,synonym,FALSE,0,0,1,NA,NA,Bot. J. Linn. Soc. 70(1): 35 (1975). ,https://www.ipni.org/n/17440000-1,,valid name not in WF,mult_match,1,https://www.ipni.org/n/17440000-1
Grammitis stenophylla Parris,Grammitis taeniophylla Parris,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Grammitis wattsii Copel.,Grammitis brassii Copel.,synonym,FALSE,0,0,1,NA,NA,Univ. Calif. Publ. Bot. 18: 222 (1942). ,https://www.ipni.org/n/17396740-1,,valid name not in WF,mult_match,1,https://www.ipni.org/n/17396740-1
Grammitis wattsii Copel.,Grammitis holttumii Copel.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Grammitis wattsii Copel.,Grammitis tatei Copel.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Heterogonium subglabrum Holttum,Heterogonium lobulatum Holttum,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Heterogonium subglabrum Holttum,Heterogonium subglabratum Holttum,synonym,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Polystichum obae Tagawa,Polystichum doianum Tagawa,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Polystichum obae Tagawa,Polystichum igaense Tagawa,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Polystichum obae Tagawa,Polystichum kodamae Tagawa,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Polystichum obae Tagawa,Polystichum obai Tagawa,accepted,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Polystichum obae Tagawa,Polystichum rigens Tagawa,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris flava Merr.,Pteris flava Goldm.,synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,Add as synonym of Pteris linearis Poir.,mult_match,1,NA
Pteris flava Merr.,Pteris alata Desv.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris flava Merr.,Pteris alata Lam.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris flava Merr.,Pteris laevis Mett.,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris flava Merr.,Pteris livida Mett.,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris flava Merr.,Pteris ovata Desv.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris flava Merr.,Pteris parkeri,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris flava Merr.,Pteris signata Merr.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris inaequalis C.Presl,Pteris inaequalis Baker,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,author variant,Add as synonym of Pteris inaequalis (Fée) Jenman,mult_match,1,NA
Pteris inaequalis C.Presl,Pteris inaequalis Fée,ambiguous synonym,TRUE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris inaequalis C.Presl,Pteris aequalis C. Presl,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris vittata 'nano',Pteris vittata L.,accepted,TRUE,1,0,0,NA,NA,NA,NA,cultivar,NA,mult_match,1,NA
Pteris vittata 'nano',Pteris digitata Wall.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Pteris vittata 'nano',Pteris sagittata Cav.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Stigmatopteris tyucana (Raddi) C.Chr.,Stigmatopteris caudata (Raddi) C. Chr.,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Stigmatopteris tyucana (Raddi) C.Chr.,Stigmatopteris tijuccana (Raddi) C. Chr.,accepted,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Trichomanes eglerii P.G.Windisch,Trichomanes egleri P. G. Windisch,accepted,FALSE,1,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,1,NA
Trichomanes eglerii P.G.Windisch,Trichomanes guidoi P. G. Windisch,accepted,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Vittaria lineata (L.) Sm.,Vittaria lineata (L.) J. E. Sm.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,1,NA
Vittaria lineata (L.) Sm.,Vittaria elongata Sw.,synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
Vittaria lineata (L.) Sm.,Vittaria lanceolata Sw.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,,NA,mult_match,1,NA
"Adiantum mynssenae J.Prado, nom. nov.",NA,NA,NA,0,0,0,0,0,NA,NA,NA,Add as synonym of Adiantum mynsseniae J. Prado,no_match,1,NA
Antrophyum semicostatum,Antrophyum semicostatum Blume,Accepted,TRUE,0,0,0,0,0,Enum. Pl. Javae 2: 110 (1828),http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17023520-1,NA,Leave for now,no_match,1,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17023520-1
Antrophyum semicostatum var. sarawakense,NA,NA,NA,0,0,0,0,0,NA,NA,NA,Add Antrophyum semicostatum var. sarawakense H.Ito as accepted name,no_match,1,NA
Arachniodes amabilis var. yakusimensis Ohwi,Arachniodes amabilis var. yakusimensis (H. Itô) Ohwi,No opinion,TRUE,1,0,0,1,0,Journal of Japanese Botany 37: 76. 1962. (J. Jap. Bot.) ,http://www.tropicos.org/Name/26611538,NA,NA,no_match,1,http://www.tropicos.org/Name/26611538
Arachniodes yasu-inouei,Arachniodes yasu-inouei Sa.Kurata,Synonym,TRUE,0,0,0,0,0,J. Geobot. 16: 6 (1968),http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17428100-1,NA,Leave for now,no_match,1,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17428100-1
