query,matched_name,matched_status,query_match_taxon_agree,use_query_as_synonym,use_query_as_accepted,use_query_as_new,use_match_as_accepted,use_match_as_new,namePublishedIn,nameAccordingTo,taxonRemarks,notes,name_res_status,done
Arachniodes fujianensis Ching,Arachniodes jiangxiensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes lushanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes maoshanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes pianmaensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes sichuanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes yinjiangensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes fujianensis Ching,Arachniodes yunnanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes hekiana Sa.Kurata,Arachniodes hekiana Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Arachniodes hekiana Sa.Kurata,Arachniodes hiugana Sa. Kurata,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes ziyunshanensis Y.T.Hsieh,Arachniodes ziyunshanensis Y. T. Xie,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Arachniodes ziyunshanensis Y.T.Hsieh,Arachniodes futeshanensis Y. T. Hsieh,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Arachniodes ziyunshanensis Y.T.Hsieh,Arachniodes nibashanensis Y. T. Hsieh,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium decorum Kuntze,Asplenium decorum Kunze,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium decorum Kuntze,Asplenium dichroum Kunze,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium decorum Kuntze,Asplenium dimorphum Kunze,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium formosae H.Christ,Asplenium formosae Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium formosae H.Christ,Asplenium comosum Christ,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium loriceum H.Christ,Asplenium loriceum Christ,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium loriceum H.Christ,Asplenium loherianum Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium loriceum H.Christ,Asplenium lomariaceum Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium lyallii T.Moore,Asplenium lyallii Hook.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium lyallii T.Moore,Asplenium aitonii T. Moore,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium lyallii T.Moore,Asplenium hallii Hook.,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium lyallii T.Moore,Asplenium kraussii T. Moore,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium lyallii T.Moore,Asplenium pappei T. Moore,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium nitidum Sw.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium alienum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium cristatum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium donianum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium dubium Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium nervosum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium niponicum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium obtusum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium rigidum Sw.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium salignum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium striatum Mett.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium nitidum Mett.,Asplenium vastum Mett.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Asplenium planicaule E.J.Lowe,Asplenium planicaule Lowe,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium planicaule E.J.Lowe,Asplenium planicaule Wall.,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium shikokianum Makino,Asplenium ×  shikokianum Makino,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium shikokianum Makino,Asplenium shikokianum Baker,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Asplenium shikokianum Makino,Asplenium miyoshianum Makino,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Athyrium alpestre (Hoppe) Clairv.,Athyrium alpestre (Hoppe) Rylands,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Athyrium alpestre (Hoppe) Clairv.,Athyrium alpestre (Hoppe) T. Moore,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Blechnum chambersii Tindale,Blechnum chambersii Tind.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Blechnum chambersii Tindale,Blechnum camfieldii Tindale,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Cyathea smithii Hook.f.,Cyathea smithii Hook. fil.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Cyathea smithii Hook.f.,Cyathea kirkii Hook.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Cyclophorus taiwanensis (Christ) C.Chr.,Cyclophorus annamensis (Christ) C. Chr.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Cyclophorus taiwanensis (Christ) C.Chr.,Cyclophorus taiwanense (Christ) C. Chr.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium omeiense China & Shing,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium hunanense Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium kansuense Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium mediocre Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Cyrtomium omeiense Ching & K.H.Shing,Cyrtomium moupingense Ching & K. H. Shing,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Diplazium fauriei H.Christ,Diplazium fauriei Christ,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Diplazium fauriei H.Christ,Diplazium acrotis Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Diplazium fauriei H.Christ,Diplazium aridum Christ,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Diplazium takii Sa.Kurata,Diplazium takii Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Diplazium takii Sa.Kurata,Diplazium kidoi Kurata,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Dryopteris liankwangensis Ching,Dryopteris huanglungensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Dryopteris liankwangensis Ching,Dryopteris liangkwangensis Ching,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Dryopteris liankwangensis Ching,Dryopteris likiangensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Dryopteris liankwangensis Ching,Dryopteris nakanensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Dryopteris liankwangensis Ching,Dryopteris sanmingensis Ching,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Dryopteris remota Hayek,Dryopteris ×  remota (Döll) Hayek,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Dryopteris remota Hayek,Dryopteris remota Hayata,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Dryopteris tsutsuiana Sa.Kurata,Dryopteris tsutsuiana Kurata,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Dryopteris tsutsuiana Sa.Kurata,Dryopteris ×  satsumana Kurata,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Elaphoglossum variabile A.Rojas,Elaphoglossum variabile Rojas,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Elaphoglossum variabile A.Rojas,Elaphoglossum adrianae A. Rojas,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Elaphoglossum variabile A.Rojas,Elaphoglossum caridadae A. Rojas,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Elaphoglossum variabile A.Rojas,Elaphoglossum karinae A. Rojas,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Elaphoglossum variabile A.Rojas,Elaphoglossum maritzae A. Rojas,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Grammitis limbata Fée,Grammitis longa Fée,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Grammitis limbata Fée,Grammitis nana Fée,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Grammitis stenophylla Parris,Grammitis glossophylla Parris,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Grammitis stenophylla Parris,Grammitis taeniophylla Parris,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Grammitis wattsii Copel.,Grammitis brassii Copel.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Grammitis wattsii Copel.,Grammitis holttumii Copel.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Grammitis wattsii Copel.,Grammitis tatei Copel.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Heterogonium subglabrum Holttum,Heterogonium lobulatum Holttum,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Heterogonium subglabrum Holttum,Heterogonium subglabratum Holttum,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Polystichum obae Tagawa,Polystichum doianum Tagawa,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Polystichum obae Tagawa,Polystichum igaense Tagawa,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Polystichum obae Tagawa,Polystichum kodamae Tagawa,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Polystichum obae Tagawa,Polystichum obai Tagawa,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Polystichum obae Tagawa,Polystichum rigens Tagawa,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris flava Merr.,Pteris flava Goldm.,synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Pteris flava Merr.,Pteris alata Desv.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris flava Merr.,Pteris alata Lam.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris flava Merr.,Pteris laevis Mett.,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris flava Merr.,Pteris livida Mett.,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris flava Merr.,Pteris ovata Desv.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris flava Merr.,Pteris parkeri,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris flava Merr.,Pteris signata Merr.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris inaequalis C.Presl,Pteris inaequalis Baker,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Pteris inaequalis C.Presl,Pteris inaequalis Fée,ambiguous synonym,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Pteris inaequalis C.Presl,Pteris aequalis C. Presl,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris vittata 'nano',Pteris vittata L.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Pteris vittata 'nano',Pteris digitata Wall.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Pteris vittata 'nano',Pteris sagittata Cav.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Stigmatopteris tyucana (Raddi) C.Chr.,Stigmatopteris caudata (Raddi) C. Chr.,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Stigmatopteris tyucana (Raddi) C.Chr.,Stigmatopteris tijuccana (Raddi) C. Chr.,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Trichomanes eglerii P.G.Windisch,Trichomanes egleri P. G. Windisch,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Trichomanes eglerii P.G.Windisch,Trichomanes guidoi P. G. Windisch,accepted,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Vittaria lineata (L.) Sm.,Vittaria lineata (L.) J. E. Sm.,accepted,TRUE,1,0,0,NA,NA,NA,NA,author variant,NA,mult_match,0
Vittaria lineata (L.) Sm.,Vittaria elongata Sw.,synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
Vittaria lineata (L.) Sm.,Vittaria lanceolata Sw.,ambiguous synonym,FALSE,0,0,0,NA,NA,NA,NA,spelling mistake in species name,NA,mult_match,0
"Adiantum mynssenae J.Prado, nom. nov.",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Aglaomorpha x leporella (K.I.Goebel) C.Chr.,Aglaomorpha leporella (K.I.Goebel) C.Chr.,NA,TRUE,NA,NA,1,NA,NA,"Index Filic., Suppl. Tert. 197. 1934 ",IPNI|id:17365630-1|version:1.7,NA,NA,no_match,0
Antrophyum semicostatum var. sarawakense,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Arachniodes amabilis var. yakusimensis Ohwi,Arachniodes amabilis var. yakusimensis (H. Itô) Ohwi,No opinion,TRUE,NA,NA,1,NA,NA,Journal of Japanese Botany 37: 76. 1962. (J. Jap. Bot.) ,http://www.tropicos.org/Name/26611538,NA,NA,no_match,0
Arachniodes simplicior var. simplicior,Arachniodes simplicior (Makino) Ching,Illegitimate,FALSE,NA,NA,0,NA,NA,Acta Botanica Sinica 10(3): 259. 1962. (Acta Bot. Sin.) ,http://www.tropicos.org/Name/50069085,NA,NA,no_match,0
Arachniodes simplicior var. simplicior,Arachniodes simplicior (Makino) Ohwi,Legitimate,FALSE,NA,NA,0,NA,NA,Journal of Japanese Botany 37(3): 76. 1962. (J. Jap. Bot.) ,http://www.tropicos.org/Name/26604232,NA,NA,no_match,0
Arachniodes simplicior var. simplicior,Arachniodes simplicior var. major (Tagawa) Ohwi,No opinion,FALSE,NA,NA,0,NA,NA,Journal of Japanese Botany 37: 76. 1962. (J. Jap. Bot.) ,http://www.tropicos.org/Name/26609192,NA,NA,no_match,0
Arachniodes yasu-inouei var. angustipinnula Seriz.,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Asplenium attenuatum var. attenuatum,Asplenium attenuatum var. attenuatum ,No opinion,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/100503445,NA,NA,no_match,0
Asplenium attenuatum var. attenuatum,Asplenium attenuatum C. Presl,No opinion,FALSE,NA,NA,0,NA,NA,Reliquiae Haenkeanae 1(1): 42. 1825. (Reliq. Haenk.) ,http://www.tropicos.org/Name/26614597,NA,NA,no_match,0
Asplenium attenuatum var. attenuatum,Asplenium attenuatum var. indivisum F. Muell.,No opinion,FALSE,NA,NA,0,NA,NA,Fragmenta Phytographiæ Australiæ 5(36): 131. 1866. (Fragm.) ,http://www.tropicos.org/Name/100503447,NA,NA,no_match,0
Asplenium attenuatum var. attenuatum,Asplenium attenuatum var. integrum F.M. Bailey,No opinion,FALSE,NA,NA,0,NA,NA,A Synopsis of the Queensland Flora 706. 1883. (Syn. Queensl. Fl.) ,http://www.tropicos.org/Name/100503448,NA,NA,no_match,0
Asplenium attenuatum var. attenuatum,Asplenium attenuatum var. multilobum F. Muell.,No opinion,FALSE,NA,NA,0,NA,NA,Fragmenta Phytographiæ Australiæ 5(36): 131. 1866. (Fragm.) ,http://www.tropicos.org/Name/100503449,NA,NA,no_match,0
Asplenium attenuatum var. attenuatum,Asplenium attenuatum var. normale Domin,No opinion,FALSE,NA,NA,0,NA,NA,Bibliotheca Botanica 20(85): 93. 1914. (Biblioth. Bot.) ,http://www.tropicos.org/Name/100503450,NA,NA,no_match,0
Asplenium attenuatum var. attenuatum,Asplenium attenuatum var. schneideri F.M. Bailey,No opinion,FALSE,NA,NA,0,NA,NA,A Synopsis of the Queensland Flora 706. 1883. (Syn. Queensl. Fl.) ,http://www.tropicos.org/Name/100503451,NA,NA,no_match,0
Asplenium attenuatum var. multilobum F.Muell.,Asplenium attenuatum var. multilobum F. Muell.,No opinion,TRUE,NA,NA,1,NA,NA,Fragmenta Phytographiæ Australiæ 5(36): 131. 1866. (Fragm.) ,http://www.tropicos.org/Name/100503449,NA,NA,no_match,0
Asplenium attenuatum var. schneideri F.M.Bailey,Asplenium attenuatum var. schneideri F.M. Bailey,No opinion,TRUE,NA,NA,1,NA,NA,A Synopsis of the Queensland Flora 706. 1883. (Syn. Queensl. Fl.) ,http://www.tropicos.org/Name/100503451,NA,NA,no_match,0
Asplenium cyprium Viane & Van den Heede,Asplenium cyprium Viane & Van Den Heede,No opinion,TRUE,NA,NA,1,NA,NA,"Belgian Journal of Botany 135(1–2): 111–112, f. 3 (bottom row), 4C. 2002. (Belg. J. Bot.) ",http://www.tropicos.org/Name/50269617,NA,NA,no_match,0
Asplenium daucifolium var. lineatum,Asplenium daucifolium var. lineatum (Sw.) C.V. Morton,No opinion,TRUE,NA,NA,1,NA,NA,American Fern Journal 53(2): 83. 1963. (Amer. Fern J.) ,http://www.tropicos.org/Name/26613552,NA,NA,no_match,0
Asplenium octoploideum Viane & Van den Heede,Asplenium octoploideum Viane & Van den Heede,NA,TRUE,NA,NA,1,NA,NA,GEP News 9: 3. 2002 [7 Oct. 2002] ,IPNI|id:20009694-1|version:1.1.2.1.1.3,NA,NA,no_match,0
Asplenium parvifolium (Benl & G.Kunkel) Vida & Reichst.,Asplenium parvifolium (Benl & Kunkel) Vida & Reichst.,No opinion,TRUE,NA,NA,1,NA,NA,Biologisch Jaarboek 59: 162. 1991[1992]. (25 Jun 1992) (Biol. Jaarb.) ,http://www.tropicos.org/Name/100386062,NA,NA,no_match,0
Asplenium x chasmophilum Van den Heede & Viane,Asplenium × chasmophilum Van den Heede & Viane,NA,TRUE,NA,NA,1,NA,NA,GEP News 9: 3. 2002 [7 Oct. 2002] ,IPNI|id:20009695-1|version:1.1.2.1.1.3,NA,NA,no_match,0
Athyrium mackinnonii C.Chr.,Athyrium mackinnonii (C. Hope) C. Chr.,No opinion,TRUE,NA,NA,1,NA,NA,Index Filicum 143. 1905. (Index Filic.) ,http://www.tropicos.org/Name/100486210,NA,NA,no_match,0
Athyrium yokoscense var. dilatatum Tagawa,Athyrium yokoscense fo. dilatatum (Tagawa) Sa. Kurata,No opinion,TRUE,NA,NA,1,NA,NA,Hokuriku Journal of Botany 4: 64. 1955. (Hokuriko J. Bot.) ,http://www.tropicos.org/Name/26611433,NA,NA,no_match,0
Athyrium yokoscense var. dilatatum Tagawa,Athyrium yokoscense var. dilatatum Tagawa,No opinion,TRUE,NA,NA,1,NA,NA,Acta Phytotaxonomica et Geobotanica 2: 21. 1933. (Acta Phytotax. Geobot.) ,http://www.tropicos.org/Name/26611434,NA,NA,no_match,0
Blechnum fraseri var. philippense,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Bosmania membranacea subsp. carinata (W.M.Chu & Z.R.He) R.Wei & X.C.Zhang,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Ceradenia ayapoyana,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Ceradenia madidiense,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Cheilanthes ecuadorensis Windham & K.Sosa,Cheilanthes ecuadorensis Windham & K. Sosa,No opinion,TRUE,NA,NA,1,NA,NA,"Systematic Botany 46(2): 257, f. 3a-d, 4. 2021. (11 Aug 2021) (Syst. Bot.) ",http://www.tropicos.org/Name/100519678,NA,NA,no_match,0
Ctenitis brevipetiolata,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Cyathea patens hort. ex Houlston & Moore,Cyathea patens H. Karst.,Illegitimate,TRUE,NA,NA,1,NA,NA,"Florae Columbiae 2: 173, 191. 1869. (Fl. Columb.) ",http://www.tropicos.org/Name/50281943,NA,NA,no_match,0
Cyathea patens hort. ex Houlston & Moore,Cyathea patens hort. ex Houlston & Moore,No opinion,TRUE,NA,NA,1,NA,NA,"Gardeners' Magazine of Botany, Horticulture, Floriculture... 3: 330. 1851. (Gard. Mag. Bot.) ",http://www.tropicos.org/Name/50281946,NA,NA,no_match,0
Davallia immersa var. amplissima Christ,Davallia immersa var. amplissima Christ,NA,TRUE,NA,NA,1,NA,NA,Verh. Naturf. Ges. Basel 11: 6. 1895 ,IPNI|id:77254923-1|version:1.1,NA,NA,no_match,0
Davallia kansuensis (Ching) X.D.Ma & F.G.Wang.,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Davallia tyermanii (T.Moore) Baker,Davallia tyermanii (T.Moore) Baker,NA,TRUE,NA,NA,1,NA,NA,"Syn. Fil. (Hooker & Baker), ed. 2. 467. 1874 , as 'tyermanni'",IPNI|id:17571510-1|version:1.3.1.3,NA,NA,no_match,0
Davallia tyermanii (T.Moore) Baker,Davallia tyermanii T.Moore,NA,TRUE,NA,NA,1,NA,NA,Gard. Chron. 1871: 871. ,IPNI|id:17081090-1|version:1.1.2.2.1.5,NA,NA,no_match,0
Didymochlaena dimidiata Kunze,Didymochlaena dimidiata Kunze,NA,TRUE,NA,NA,1,NA,NA,Linnaea 18(1): 122. 1844 [24-26 Oct 1844] ,IPNI|id:17084740-1|version:1.1.2.1.1.6,NA,NA,no_match,0
Diplazium ballivianii,Diplazium ballivianii Rosenst.,No opinion,TRUE,NA,NA,1,NA,NA,Repertorium Specierum Novarum Regni Vegetabilis 6: 311. 1909. (Repert. Spec. Nov. Regni Veg.) ,http://www.tropicos.org/Name/50005653,NA,NA,no_match,0
Diplazium myriomerum (C.Chr.) Lellinger,Diplazium myriomerum (Christ) Lellinger,No opinion,TRUE,NA,NA,1,NA,NA,Proceedings of the Biological Society of Washington 98(2): 376. 1985. (Proc. Biol. Soc. Washington) ,http://www.tropicos.org/Name/26614989,NA,NA,no_match,0
Diplazium wichurae var. amabile,Diplazium wichurae var. amabile Tagawa,No opinion,TRUE,NA,NA,1,NA,NA,Acta Phytotaxonomica et Geobotanica 1: 309. 1932. (Acta Phytotax. Geobot.) ,http://www.tropicos.org/Name/26611495,NA,NA,no_match,0
Diplopterygium glaucoides (Ching) Ching ex P.S.Wang & X.Y.Wang,Diplopterygium glaucoides (Ching) Ching ex P.S. Wang,No opinion,TRUE,NA,NA,1,NA,NA,Pterido. Fl. Guizhou 279. 2001. (Pterido. Fl. Guizhou) ,http://www.tropicos.org/Name/50321470,NA,NA,no_match,0
Doodia milnei Carriere,Doodia milnei Carruth.,No opinion,TRUE,NA,NA,1,NA,NA,Flora Vitiensis 352. 1873. (Fl. Vit.) ,http://www.tropicos.org/Name/50313981,NA,NA,no_match,0
"Dryopteris glabra var. flynii (W.H.Wagner) D.D.Palmer, ined.",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,no_match,0
Dryopteris simasakii var. simasakii,Dryopteris simasakii var. simasakii ,Legitimate,TRUE,NA,NA,1,NA,NA,,http://www.tropicos.org/Name/26611759,NA,NA,no_match,0
